equity_style_score,equity_size_score,environmental_score,social_score,governance_score,sustainability_score,fund_name,fund_return_2020_q3
43.82,247.04,8.81,8.95,8.61,30.62,WisdomTree Emerging Markets Equity Income UCITS ETF - Acc,False
84.23,247.45,6.84,9.41,7.75,24.58,WisdomTree Europe Equity Income UCITS ETF Acc,False
158.94,281.21,5.71,8.14,7.97,21.93,WisdomTree Europe Equity UCITS ETF - USD Hedged Acc,False
57.72,239.0,5.99,10.46,7.57,24.76,WisdomTree US Equity Income UCITS ETF - Acc,False
57.72,239.0,5.99,10.46,7.57,24.76,WisdomTree US Equity Income UCITS ETF - EUR Hedged Acc,True
57.72,239.0,5.99,10.46,7.57,24.76,WisdomTree US Equity Income UCITS ETF - GBP Hedged Acc,True
143.15,146.73,5.7,10.25,7.63,24.01,iShares Edge MSCI USA Size Factor UCITS ETF USD (Acc),True
136.25,323.26,8.59,11.78,9.58,30.76,Amundi Index Solutions - Amundi ETF MSCI Brazil UCITS ETF,False
175.37,226.69,4.04,8.48,8.19,20.88,iShares OMX Stockholm Capped UCITS ETF,True
175.37,226.69,4.04,8.48,8.19,20.88,iShares OMX Stockholm Capped UCITS ETF,True
126.1,264.52,4.01,10.32,7.47,21.9,Fidelity US Quality Income ETF Acc,True
126.1,264.52,4.01,10.32,7.47,21.9,Fidelity US Quality Income ETF Inc,True
128.87,267.58,4.47,9.86,7.58,21.96,Fidelity Global Quality Income ETF Inc,True
136.25,323.26,8.59,11.78,9.58,30.76,Amundi Index Solutions - Amundi ETF MSCI Brazil UCITS ETF,False
136.25,323.26,8.59,11.78,9.58,30.76,Amundi Index Solutions - Amundi ETF MSCI Brazil UCITS ETF,False
136.25,323.26,8.59,11.78,9.58,30.76,Amundi Index Solutions - Amundi ETF MSCI Brazil UCITS ETF,False
136.25,323.26,8.59,11.78,9.58,30.76,Amundi Index Solutions - Amundi ETF MSCI Brazil UCITS ETF,False
96.79,247.26,6.06,10.47,7.52,24.06,Amundi MSCI UK IMI SRI UCITS ETF DR - GBP,False
96.79,247.26,6.06,10.47,7.52,24.06,Amundi MSCI UK IMI SRI UCITS ETF DR - EUR,False
219.69,215.6,3.42,10.49,7.95,22.6,Lyxor 1 TecDAX UCITS ETF,True
96.79,247.26,6.06,10.47,7.52,24.06,Amundi MSCI UK IMI SRI UCITS ETF DR - GBP,False
141.1,195.19,5.33,8.12,7.39,21.93,First Trust Eurozone AlphaDEX® UCITS ETF Class A Shares,False
143.25,277.4,4.81,9.68,6.99,21.48,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),True
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF EUR H,True
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF EUR H,True
192.13,167.13,0.25,11.22,5.53,28.21,Invesco NASDAQ Biotech UCITS ETF,False
158.64,301.04,3.83,10.81,7.9,22.54,Invesco S&P 500 UCITS ETF,True
118.8,266.34,6.06,10.47,7.52,24.06,iShares Core FTSE 100 UCITS ETF GBP (Dist),False
140.62,286.49,4.47,8.84,8.85,22.17,iShares MSCI Japan SRI UCITS ETF,True
140.62,286.49,4.47,8.84,8.85,22.17,iShares MSCI Japan SRI UCITS ETF,True
161.07,293.51,4.16,10.75,8.0,23.0,Lyxor MSCI World Ex EMU UCITS ETF Acc,True
140.62,286.49,4.47,8.84,8.85,22.17,iShares MSCI Japan SRI UCITS ETF,True
140.62,286.49,4.47,8.84,8.85,22.17,iShares MSCI Japan SRI UCITS ETF,True
161.37,281.57,3.43,10.11,7.85,21.38,iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc),True
122.64,272.32,4.92,9.26,8.86,25.25,WisdomTree Japan Equity UCITS ETF - USD Hedged Acc,False
173.18,204.49,4.8,7.74,7.65,20.19,XACT Nordic High Dividend Low Volatility ETF,True
123.98,283.42,7.37,11.09,6.28,24.75,iShares S&P 500 Consumer Staples Sector UCITS ETF USD (Acc),True
148.48,221.67,12.15,6.4,5.86,24.41,iShares S&P 500 Materials Sector UCITS ETF USD (Acc),True
119.42,225.03,7.65,12.89,6.75,27.28,iShares S&P 500 Industrials Sector UCITS ETF USD (Acc),True
99.51,218.22,14.82,10.44,5.91,31.16,iShares S&P 500 Utilities Sector UCITS ETF USD (Acc),True
123.98,283.42,7.37,11.09,6.28,24.75,iShares S&P 500 Consumer Staples Sector UCITS ETF USD (Acc),True
148.48,221.67,12.15,6.4,5.86,24.41,iShares S&P 500 Materials Sector UCITS ETF USD (Acc),True
119.42,225.03,7.65,12.89,6.75,27.28,iShares S&P 500 Industrials Sector UCITS ETF USD (Acc),True
99.51,218.22,14.82,10.44,5.91,31.16,iShares S&P 500 Utilities Sector UCITS ETF USD (Acc),True
123.98,283.42,7.37,11.09,6.28,24.75,iShares S&P 500 Consumer Staples Sector UCITS ETF USD (Acc),True
119.42,225.03,7.65,12.89,6.75,27.28,iShares S&P 500 Industrials Sector UCITS ETF USD (Acc),True
148.48,221.67,12.15,6.4,5.86,24.41,iShares S&P 500 Materials Sector UCITS ETF USD (Acc),True
99.51,218.22,14.82,10.44,5.91,31.16,iShares S&P 500 Utilities Sector UCITS ETF USD (Acc),True
128.87,267.58,4.47,9.86,7.58,21.96,Fidelity Global Quality Income ETF Inc,True
126.1,264.52,4.01,10.32,7.47,21.9,Fidelity US Quality Income ETF Inc,True
126.1,264.52,4.01,10.32,7.47,21.9,Fidelity US Quality Income ETF Acc,True
128.87,267.58,4.47,9.86,7.58,21.96,Fidelity Global Quality Income ETF Inc,True
126.1,264.52,4.01,10.32,7.47,21.9,Fidelity US Quality Income ETF Inc,True
126.1,264.52,4.01,10.32,7.47,21.9,Fidelity US Quality Income ETF Acc,True
37.45,218.57,5.15,9.83,7.39,22.37,iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc),False
223.04,307.6,2.42,11.8,8.02,22.64,iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc),True
128.87,267.58,4.47,9.86,7.58,21.96,Fidelity Global Quality Income ETF Inc,True
126.1,264.52,4.01,10.32,7.47,21.9,Fidelity US Quality Income ETF Acc,True
126.1,264.52,4.01,10.32,7.47,21.9,Fidelity US Quality Income ETF Inc,True
152.04,280.92,4.78,9.34,7.79,21.92,Amundi Index Solutions - Amundi Index MSCI Europe UCITS ETF DR,False
165.92,294.71,3.9,10.9,7.89,22.81,Amundi Index Solutions - Amundi Index MSCI North America UCITS ETF DR,True
160.79,292.25,4.19,10.49,8.0,22.75,Amundi Index Solutions - Amundi Index MSCI World UCITS ETF DR,True
164.83,319.43,3.81,10.76,7.9,22.49,Amundi Index Solutions - Amundi S&P 500 ESG UCITS ETF DR-C,True
134.56,162.92,3.73,4.58,5.49,16.29,Amundi Index Solutions - Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR,False
158.64,301.04,3.83,10.81,7.9,22.54,WisdomTree S&P 500 3x Daily Leveraged,True
158.64,301.04,3.83,10.81,7.9,22.54,WisdomTree S&P 500 3x Daily Short,False
122.64,272.32,4.92,9.26,8.86,25.25,WisdomTree Japan Equity UCITS ETF - USD Hedged Acc,False
142.12,254.64,5.03,10.21,7.45,22.68,iShares Edge MSCI World Minimum Volatility UCITS ETF EUR Hedged (Acc),True
130.77,221.39,4.94,9.94,7.08,21.96,iShares Edge MSCI World Multifactor UCITS ETF EUR Hedged (Acc),True
142.12,254.64,5.03,10.21,7.45,22.68,iShares Edge MSCI World Minimum Volatility UCITS ETF EUR Hedged (Acc),True
130.77,221.39,4.94,9.94,7.08,21.96,iShares Edge MSCI World Multifactor UCITS ETF EUR Hedged (Acc),True
157.88,273.09,4.69,9.18,7.67,21.67,Lyxor Index Fund - Lyxor Core STOXX Europe 600 (DR) UCITS ETF Monthly Hedged to EUR - Dist,True
157.88,273.09,4.69,9.18,7.67,21.67,Lyxor Index Fund - Lyxor Core STOXX Europe 600 (DR) UCITS ETF Monthly Hedged to EUR - Dist,True
96.8,247.27,6.07,10.47,7.52,24.07,Vanguard FTSE 100 UCITS ETF,False
157.42,105.22,4.48,9.37,7.19,22.79,Vanguard FTSE 250 UCITS ETF,True
148.96,276.05,4.65,8.27,7.8,20.73,iShares VII PLC -iShares Core MSCI EMU UCITS ETF EUR (Dist),True
144.4,230.87,3.67,9.54,6.89,22.95,UBS (Irl) ETF plc - MSCI USA Select Factor Mix UCITS ETF (USD) A-dis,True
142.01,244.87,4.55,10.7,7.27,22.52,Amundi Index Solutions - Amundi MSCI USA Minimum Volatility Factor UCITS ETF,True
142.01,244.87,4.55,10.7,7.27,22.52,Amundi Index Solutions - Amundi MSCI USA Minimum Volatility Factor UCITS ETF,True
135.5,277.36,3.57,8.96,7.6,20.49,BNP Paribas Easy Low Carbon 100 Europe® UCITS ETF,True
142.03,244.93,4.55,10.7,7.27,22.51,Xtrackers MSCI USA Minimum Volatility UCITS ETF 1D,True
158.18,249.96,3.98,7.94,7.33,19.24,Xtrackers MSCI EMU Minimum Volatility UCITS ETF 1D,False
30.85,145.56,3.07,9.36,8.32,24.59,First Trust US Equity Income UCITS ETF Class B,False
150.59,204.3,5.02,10.9,7.54,23.76,First Trust US Large Cap Core AlphaDEX® UCITS ETF Class A USD,True
150.59,204.3,5.02,10.9,7.54,23.76,First Trust US Large Cap Core AlphaDEX® UCITS ETF Class A USD,False
134.56,162.92,3.73,4.58,5.49,16.29,Amundi Index Solutions - Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR,False
160.79,292.25,4.19,10.49,8.0,22.75,Amundi Index Solutions - Amundi Index MSCI World UCITS ETF DR,True
165.92,294.71,3.9,10.9,7.89,22.81,Amundi Index Solutions - Amundi Index MSCI North America UCITS ETF DR,True
164.83,319.43,3.81,10.76,7.9,22.49,Amundi Index Solutions - Amundi S&P 500 ESG UCITS ETF DR-C,True
144.4,230.87,3.67,9.54,6.89,22.95,UBS (Irl) ETF plc - MSCI USA Select Factor Mix UCITS ETF (USD) A-dis,True
157.61,290.79,4.2,10.5,7.98,22.77,iShares Core MSCI World UCITS ETF GBP Hedged (Dist),True
165.19,196.44,4.76,8.63,7.3,20.78,iShares MSCI Europe Mid Cap UCITS ETF EUR (Acc),True
210.33,211.15,13.69,10.5,6.14,33.25,VanEck Vectors™ Gold Miners UCITS ETF,True
187.91,144.27,14.77,11.15,6.06,41.4,VanEck Vectors™ Junior Gold Miners UCITS ETF,True
112.62,229.17,4.23,11.29,7.81,24.92,VanEck Vectors™ Morningstar US Wide Moat UCITS ETF,True
134.67,296.25,3.54,11.15,7.27,21.97,Invesco S&P 500 QVM UCITS ETF,True
134.67,296.25,3.54,11.15,7.27,21.97,Invesco S&P 500 QVM UCITS ETF,True
120.47,194.36,4.14,6.73,6.09,22.81,Lyxor Italia Equity PIR UCITS ETF - C-EUR,False
149.49,349.73,6.01,10.62,9.55,27.11,Amundi Index Solutions - Amundi Index MSCI Emerging Markets UCITS ETF DR,True
145.23,270.01,5.01,9.79,9.11,23.95,BNP Paribas Easy MSCI Japan ex CW UCITS ETF H EUR Cap,True
144.4,230.87,3.67,9.54,6.89,22.95,UBS (Irl) ETF plc - MSCI USA Select Factor Mix UCITS ETF (USD) A-dis,True
158.18,249.96,3.98,7.94,7.33,19.24,Xtrackers MSCI EMU Minimum Volatility UCITS ETF 1D,False
142.12,254.64,5.03,10.21,7.45,22.68,iShares Edge MSCI World Minimum Volatility UCITS ETF EUR Hedged (Acc),True
130.77,221.39,4.94,9.94,7.08,21.96,iShares Edge MSCI World Multifactor UCITS ETF EUR Hedged (Acc),True
148.96,276.05,4.65,8.27,7.8,20.73,iShares VII PLC -iShares Core MSCI EMU UCITS ETF EUR (Dist),True
165.19,196.44,4.76,8.63,7.3,20.78,iShares MSCI Europe Mid Cap UCITS ETF EUR (Dist),True
134.67,296.25,3.54,11.15,7.27,21.97,Invesco S&P 500 QVM UCITS ETF,True
157.64,260.81,4.49,8.67,7.31,20.8,Fidelity Europe Quality Income UCITS ETF EUR Inc,False
119.13,294.68,6.07,10.27,9.68,27.31,Fidelity Emerging Markets Quality Income UCITS ETF USD Inc,True
128.87,267.58,4.47,9.86,7.58,21.96,Fidelity Global Quality Income UCITS ETF GBP Hedged Inc,True
128.87,267.58,4.47,9.86,7.58,21.96,Fidelity Global Quality Income UCITS ETF EUR Hedged Inc,True
126.1,264.52,4.01,10.32,7.47,21.9,Fidelity US Quality Income UCITS ETF GBP Hedged Acc,True
126.1,264.52,4.01,10.32,7.47,21.9,Fidelity US Quality Income UCITS ETF EUR Hedged Acc,True
206.27,162.07,3.79,6.34,5.28,24.31,L&G ROBO Global Robotics and Automation UCITS ETF,True
210.33,211.15,13.69,10.5,6.14,33.25,VanEck Vectors™ Gold Miners UCITS ETF,True
187.91,144.27,14.77,11.15,6.06,41.4,VanEck Vectors™ Junior Gold Miners UCITS ETF,True
112.62,229.17,4.23,11.29,7.81,24.92,VanEck Vectors™ Morningstar US Wide Moat UCITS ETF,True
85.87,276.08,5.49,10.42,7.92,23.82,iShares MSCI World Quality Dividend UCITS ETF USD (Dist),False
90.47,263.05,5.65,8.76,7.61,22.02,iShares MSCI Europe Quality Dividend UCITS ETF EUR (Dist),False
85.87,276.08,5.49,10.42,7.92,23.82,iShares MSCI World Quality Dividend UCITS ETF USD (Dist),False
90.47,263.05,5.65,8.76,7.61,22.02,iShares MSCI Europe Quality Dividend UCITS ETF EUR (Dist),False
156.97,312.28,4.58,7.8,7.56,19.95,HSBC EURO STOXX 50 UCITS ETF,False
145.32,345.79,6.04,10.65,9.58,27.1,HSBC MSCI Emerging Markets UCITS ETF,True
147.49,286.66,5.01,9.8,9.11,23.95,HSBC MSCI JAPAN UCITS ETF,True
157.85,292.53,4.18,10.5,7.97,22.72,HSBC MSCI World UCITS ETF,True
156.8,299.54,3.83,10.8,7.9,22.54,HSBC S&P 500 UCITS ETF,True
162.28,284.7,4.43,8.98,7.85,21.28,Invesco MSCI Europe ex-UK UCITS ETF,True
136.68,255.95,5.71,9.9,8.01,23.62,Ossiam Shiller Barclays Cape® US Sector Value TR Hedge Index 1C (EUR),True
147.91,286.69,5.01,9.8,9.11,23.95,Xtrackers MSCI Japan UCITS ETF 2D USD Hedged,False
134.67,296.25,3.54,11.15,7.27,21.97,Invesco S&P 500 QVM UCITS ETF,True
134.67,296.25,3.54,11.15,7.27,21.97,Invesco S&P 500 QVM UCITS ETF,True
133.34,255.15,4.69,9.18,7.67,21.67,BNP Paribas Easy Stoxx Europe 600 UCITS ETF EUR C/D,True
133.34,255.15,4.69,9.18,7.67,21.67,BNP Paribas Easy Stoxx Europe 600 UCITS ETF EUR C,True
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF EUR C,True
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF USD C/D,True
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF USD C,True
130.3,297.04,4.58,7.8,7.56,19.95,BNP Paribas Easy Euro Stoxx 50 UCITS ETF EUR C/D,False
130.3,297.04,4.58,7.8,7.56,19.95,BNP Paribas Easy Euro Stoxx 50 UCITS ETF EUR C,False
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF EUR H,True
138.44,131.06,2.83,3.93,5.26,14.75,BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF Cap,False
143.01,342.48,6.0,10.6,9.54,27.11,BNP Paribas Easy MSCI Emerging Markets ex CW UCITS ETF EUR Cap,True
129.46,259.11,4.65,8.27,7.79,20.73,BNP Paribas Easy MSCI EMU ex CW UCITS ETF Cap,True
127.73,263.91,4.77,9.33,7.79,21.91,BNP Paribas Easy MSCI Europe ex CW UCITS ETF Cap,True
145.23,270.01,5.01,9.79,9.11,23.95,BNP Paribas Easy MSCI Japan ex CW UCITS ETF H EUR Cap,True
150.42,296.67,3.88,10.88,7.89,22.76,BNP Paribas Easy MSCI North America ex CW UCITS ETF Cap,True
126.87,308.4,5.32,9.78,8.05,23.23,BNP Paribas Easy MSCI Pacific ex Japan ex CW UCITS ETF Cap,False
101.13,228.89,7.05,9.07,6.24,22.88,BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF Capitalisation,False
147.33,365.53,5.35,10.33,9.36,25.84,UBS (Irl) Fund Solutions plc - MSCI AC Asia Ex Japan SF UCITS ETF (USD) A-acc,True
148.97,281.0,4.77,9.33,7.79,21.91,UBS ETF - MSCI Europe UCITS ETF (hedged to EUR) A-acc,True
148.97,281.0,4.77,9.33,7.79,21.91,UBS ETF - MSCI Europe UCITS ETF (hedged to CHF) A-acc,True
148.97,281.0,4.77,9.33,7.79,21.91,UBS ETF - MSCI Europe UCITS ETF (hedged to USD) A-acc,False
148.97,281.0,4.77,9.33,7.79,21.91,UBS ETF - MSCI Europe UCITS ETF (hedged to EUR) A-acc,True
134.67,296.25,3.54,11.15,7.27,21.97,Invesco S&P 500 QVM UCITS ETF,True
127.71,264.04,4.77,9.33,7.79,21.91,Lyxor MSCI Europe (DR) UCITS ETF Dist,False
148.97,281.0,4.77,9.33,7.79,21.91,UBS ETF - MSCI Europe UCITS ETF (hedged to EUR) A-acc,False
125.74,246.84,4.41,8.23,8.06,21.06,IndexIQ Factors Sustainable Emu Equity UCITS ETF Cap,False
129.27,246.81,4.58,8.67,7.67,21.2,IndexIQ Factors Sustainable Europe Equity UCITS ETF Cap,True
145.43,346.69,6.0,10.64,9.59,26.98,Xtrackers MSCI Emerging Markets UCITS ETF 1C,True
145.43,346.69,6.0,10.64,9.59,26.98,Xtrackers MSCI Emerging Markets UCITS ETF 1C,True
148.99,280.8,4.77,9.33,7.79,21.91,iShares Core MSCI Europe UCITS ETF EUR (Dist),False
115.71,273.88,5.46,9.6,8.96,24.01,IndexIQ Factors Sustainable Japan Equity UCITS ETF Cap,False
134.56,162.92,3.73,4.58,5.49,16.29,Amundi Index Solutions - Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR,False
165.92,294.71,3.9,10.9,7.89,22.81,Amundi Index Solutions - Amundi Index MSCI North America UCITS ETF DR,True
160.79,292.25,4.19,10.49,8.0,22.75,Amundi Index Solutions - Amundi Index MSCI World UCITS ETF DR,True
144.4,230.87,3.67,9.54,6.89,22.95,UBS (Irl) ETF plc - MSCI USA Select Factor Mix UCITS ETF (USD) A-dis,True
119.18,251.87,4.51,9.09,7.7,21.96,Xtrackers Spain UCITS ETF 1C,False
119.18,251.87,4.51,9.09,7.7,21.96,Xtrackers Spain UCITS ETF 1C,False
119.18,251.87,4.51,9.09,7.7,21.96,Xtrackers Spain UCITS ETF 1D,False
119.18,251.87,4.51,9.09,7.7,21.96,Xtrackers Spain UCITS ETF 1D,False
158.64,301.04,3.83,10.81,7.9,22.54,Lyxor S&P 500 UCITS ETF - C-EUR,True
158.64,301.04,3.83,10.81,7.9,22.54,Lyxor S&P 500 UCITS ETF - C-EUR,True
162.79,293.75,3.78,10.95,7.93,22.78,UBS (Irl) ETF plc - MSCI USA UCITS ETF (hedged to GBP) A-acc,True
162.79,293.75,3.78,10.95,7.93,22.78,UBS (Irl) ETF plc - MSCI USA UCITS ETF (hedged to GBP) A-dis,True
148.97,281.0,4.77,9.33,7.79,21.91,UBS ETF - MSCI Europe UCITS ETF (hedged to EUR) A-acc,False
150.67,278.99,6.52,10.72,6.95,24.19,UBS ETF - MSCI Canada UCITS ETF (CAD) A-acc,True
146.17,286.0,5.01,9.8,9.11,23.96,UBS ETF - MSCI Japan UCITS ETF (JPY) A-acc,True
143.16,277.35,4.81,9.68,6.99,21.48,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),True
143.16,277.35,4.81,9.68,6.99,21.48,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),True
90.47,263.05,5.65,8.76,7.61,22.02,iShares MSCI Europe Quality Dividend UCITS ETF EUR (Dist),False
90.47,263.05,5.65,8.76,7.61,22.02,iShares MSCI Europe Quality Dividend UCITS ETF EUR (Dist),False
85.87,276.08,5.49,10.42,7.92,23.82,iShares MSCI World Quality Dividend UCITS ETF USD (Dist),False
85.87,276.08,5.49,10.42,7.92,23.82,iShares MSCI World Quality Dividend UCITS ETF USD (Dist),False
149.14,276.25,4.65,8.27,7.8,20.73,UBS ETF - MSCI EMU UCITS ETF (hedged to GBP) A-acc,True
149.14,276.25,4.65,8.27,7.8,20.73,UBS ETF - MSCI EMU UCITS ETF (hedged to GBP) A-dis,True
146.17,286.0,5.01,9.8,9.11,23.96,UBS ETF - MSCI Japan UCITS ETF (hedged to GBP) A-acc,True
146.17,286.0,5.01,9.8,9.11,23.96,UBS ETF - MSCI Japan UCITS ETF (hedged to GBP) A-dis,True
145.43,346.69,6.0,10.64,9.59,26.98,Xtrackers MSCI Emerging Markets UCITS ETF 1C,True
159.64,197.71,8.33,9.22,7.32,24.86,XACT OBX ETF,True
149.14,276.25,4.65,8.27,7.8,20.73,UBS ETF - MSCI EMU UCITS ETF (hedged to GBP) A-acc,True
149.14,276.25,4.65,8.27,7.8,20.73,UBS ETF - MSCI EMU UCITS ETF (hedged to GBP) A-dis,True
146.17,286.0,5.01,9.8,9.11,23.96,UBS ETF - MSCI Japan UCITS ETF (hedged to GBP) A-acc,True
146.17,286.0,5.01,9.8,9.11,23.96,UBS ETF - MSCI Japan UCITS ETF (hedged to GBP) A-dis,True
162.79,293.75,3.78,10.95,7.93,22.78,UBS (Irl) ETF plc - MSCI USA UCITS ETF (hedged to GBP) A-dis,True
162.79,293.75,3.78,10.95,7.93,22.78,UBS (Irl) ETF plc - MSCI USA UCITS ETF (hedged to GBP) A-acc,True
157.64,260.81,4.49,8.67,7.31,20.8,Fidelity Europe Quality Income UCITS ETF EUR Acc,True
119.13,294.68,6.07,10.27,9.68,27.31,Fidelity Emerging Markets Quality Income UCITS ETF USD Acc,True
157.64,260.81,4.49,8.67,7.31,20.8,Fidelity Europe Quality Income UCITS ETF GBP Hedged Acc,True
172.62,193.93,3.22,8.11,6.76,21.94,First Trust Switzerland AlphaDEX® UCITS ETF Class A CHF,True
160.38,291.99,4.2,10.53,8.02,22.8,Xtrackers MSCI World UCITS ETF 2D GBP Hedged,True
162.28,284.7,4.43,8.98,7.85,21.28,Invesco MSCI Europe ex-UK UCITS ETF,True
158.26,290.36,4.55,9.93,8.28,23.18,Lyxor Portfolio Strategy UCITS ETF,True
158.26,290.36,4.55,9.93,8.28,23.18,Lyxor Portfolio Strategy UCITS ETF,True
134.47,254.57,4.52,8.66,7.22,20.44,Franklin LibertyQ Global Equity SRI UCITS ETF,True
144.5,249.6,4.73,10.13,6.83,21.76,Franklin LibertyQ U.S. Equity UCITS ETF,True
105.93,288.51,3.99,9.94,8.46,22.4,Franklin LibertyQ Global Dividend UCITS ETF,True
124.44,201.51,4.43,8.83,7.66,21.2,Franklin LibertyQ European Dividend UCITS ETF,True
144.4,230.87,3.67,9.54,6.89,22.95,UBS (Irl) ETF plc - MSCI USA Select Factor Mix UCITS ETF (hedged to CHF) A-acc,True
144.4,230.87,3.67,9.54,6.89,22.95,UBS (Irl) ETF plc - MSCI USA Select Factor Mix UCITS ETF (hedged to EUR) A-acc,True
144.4,230.87,3.67,9.54,6.89,22.95,UBS (Irl) ETF plc - MSCI USA Select Factor Mix UCITS ETF (hedged to GBP) A-dis,True
160.18,312.85,4.58,7.8,7.56,19.95,Lyxor Index Fund - Lyxor Core Euro Stoxx 50 (DR) UCITS ETF Acc,False
124.44,201.51,4.43,8.83,7.66,21.2,Franklin LibertyQ European Dividend UCITS ETF,True
105.93,288.51,3.99,9.94,8.46,22.4,Franklin LibertyQ Global Dividend UCITS ETF,True
105.93,288.51,3.99,9.94,8.46,22.4,Franklin LibertyQ Global Dividend UCITS ETF,True
134.47,254.57,4.52,8.66,7.22,20.44,Franklin LibertyQ Global Equity SRI UCITS ETF,True
134.47,254.57,4.52,8.66,7.22,20.44,Franklin LibertyQ Global Equity SRI UCITS ETF,True
144.5,249.6,4.73,10.13,6.83,21.76,Franklin LibertyQ U.S. Equity UCITS ETF,True
144.5,249.6,4.73,10.13,6.83,21.76,Franklin LibertyQ U.S. Equity UCITS ETF,True
134.47,254.57,4.52,8.66,7.22,20.44,Franklin LibertyQ Global Equity SRI UCITS ETF,True
144.5,249.6,4.73,10.13,6.83,21.76,Franklin LibertyQ U.S. Equity UCITS ETF,True
105.93,288.51,3.99,9.94,8.46,22.4,Franklin LibertyQ Global Dividend UCITS ETF,True
124.44,201.51,4.43,8.83,7.66,21.2,Franklin LibertyQ European Dividend UCITS ETF,True
124.44,201.51,4.43,8.83,7.66,21.2,Franklin LibertyQ European Dividend UCITS ETF,False
184.63,246.95,3.39,9.37,7.14,20.92,UBS ETF (CH) - MSCI Switzerland IMI Socially Responsible (CHF) A-dis,True
220.1,288.45,3.71,7.53,6.95,18.23,Lyxor Index Fund - Lyxor MSCI EMU Growth (DR) UCITS ETF Dist,True
153.91,110.92,3.72,5.89,5.12,23.37,Lyxor Index Fund - Lyxor MSCI EMU Small Cap (DR) UCITS ETF Dist,True
90.62,264.78,5.51,8.94,8.57,23.02,Lyxor Index Fund - Lyxor MSCI EMU Value (DR) UCITS ETF Dist,False
220.1,288.45,3.71,7.53,6.95,18.23,Lyxor Index Fund - Lyxor MSCI EMU Growth (DR) UCITS ETF Dist,True
153.91,110.92,3.72,5.89,5.12,23.37,Lyxor Index Fund - Lyxor MSCI EMU Small Cap (DR) UCITS ETF Dist,True
90.62,264.78,5.51,8.94,8.57,23.02,Lyxor Index Fund - Lyxor MSCI EMU Value (DR) UCITS ETF Dist,False
220.1,288.45,3.71,7.53,6.95,18.23,Lyxor Index Fund - Lyxor MSCI EMU Growth (DR) UCITS ETF Dist,True
153.91,110.92,3.72,5.89,5.12,23.37,Lyxor Index Fund - Lyxor MSCI EMU Small Cap (DR) UCITS ETF Dist,True
90.62,264.78,5.51,8.94,8.57,23.02,Lyxor Index Fund - Lyxor MSCI EMU Value (DR) UCITS ETF Dist,False
220.1,288.45,3.71,7.53,6.95,18.23,Lyxor Index Fund - Lyxor MSCI EMU Growth (DR) UCITS ETF Dist,True
153.91,110.92,3.72,5.89,5.12,23.37,Lyxor Index Fund - Lyxor MSCI EMU Small Cap (DR) UCITS ETF Dist,True
90.62,264.78,5.51,8.94,8.57,23.02,Lyxor Index Fund - Lyxor MSCI EMU Value (DR) UCITS ETF Dist,False
31.21,220.98,16.48,9.58,7.36,33.43,Xtrackers MSCI USA Energy UCITS ETF 1D,False
31.21,220.98,16.48,9.58,7.36,33.43,Xtrackers MSCI USA Energy UCITS ETF 1D,False
72.21,249.94,1.32,10.03,10.88,22.27,Xtrackers MSCI USA Financials UCITS ETF 1D,False
72.21,249.94,1.32,10.03,10.88,22.27,Xtrackers MSCI USA Financials UCITS ETF 1D,True
140.37,268.2,1.85,15.2,9.13,26.27,Xtrackers MSCI USA Health Care UCITS ETF 1D,True
140.37,268.2,1.85,15.2,9.13,26.27,Xtrackers MSCI USA Health Care UCITS ETF 1D,True
123.66,281.89,7.43,11.12,6.27,24.82,Xtrackers MSCI USA Consumer Staples UCITS ETF 1D,True
123.66,281.89,7.43,11.12,6.27,24.82,Xtrackers MSCI USA Consumer Staples UCITS ETF 1D,True
237.22,319.68,4.06,10.87,7.4,22.33,Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D,True
237.22,319.68,4.06,10.87,7.4,22.33,Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D,True
205.99,343.62,1.69,9.52,7.14,18.62,Xtrackers MSCI USA Information Technology UCITS ETF 1D,True
205.99,343.62,1.69,9.52,7.14,18.62,Xtrackers MSCI USA Information Technology UCITS ETF 1D,True
